,AAC|C,AAC|E,AAC|F,AAC|G,AAC|H,AAC|I,AAC|K,AAC|L,AAC|M,AAC|P,AAC|Q,AAC|R,AAC|S,AAC|W,AAC|Y,PAAC|R,PAAC|D,PAAC|C,PAAC|E,PAAC|G,PAAC|H,PAAC|I,PAAC|L,PAAC|K,PAAC|F,PAAC|P,PAAC|S,PAAC|W,PAAC|V,PAAC|lambda1,PAAC|lambda2,PAAC|lambda3,PHYC|Net Charge,PHYC|Hydrophobic Moment,PHYC|Hydrophobicity,PHYC|Aromacity,PHYC|Alpha Helical Propensity,PHYC|Aliphatic Index,PHYC|Boman Index,BLOSUM4,BLOSUM17,BLOSUM18,BLOSUM19,BLOSUM41,BLOSUM42,BLOSUM59,BLOSUM85,BLOSUM87,BLOSUM92,BLOSUM105,BLOSUM114,BLOSUM115,BLOSUM118,BLOSUM119,BLOSUM125,BLOSUM129,BLOSUM134,BLOSUM136,BLOSUM138,BLOSUM156,BLOSUM158,BLOSUM161,BLOSUM164,BLOSUM170,BLOSUM195,BLOSUM197,BLOSUM215,BLOSUM237,BLOSUM240,BLOSUM245,BLOSUM255,BLOSUM258,BLOSUM276,BLOSUM305,BLOSUM318,BLOSUM319,BLOSUM329,ZSCALE4,ZSCALE5,ZSCALE6,ZSCALE9,ZSCALE11,ZSCALE23,ZSCALE25,ZSCALE26,ZSCALE28,ZSCALE32,ZSCALE33,ZSCALE34,ZSCALE35,ZSCALE38,ZSCALE45,ZSCALE52,ZSCALE56,ZSCALE65,ZSCALE68,ZSCALE79,ZSCALE80
138,25.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.201412522588863,0.0,0.402825045177727,0.201412522588863,0.201412522588863,0.0,0.0,0.0,0.0,0.0,0.0,0.201412522588863,0.0,0.201412522588863,0.27741343976989,0.215819628481504,0.305354409159743,-0.221126930270724,0.366747260937012,0.2875,0.0,1.025,48.75,1.9725,-2,0,-3,-2,0,-3,-2,-1.0,-2.0,-2.0,-4.0,-3.0,-1.0,-3.0,-2.0,-1.0,-1.0,-2.0,4.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,1.3,2.05,-0.82,0.84,-1.54,-0.02,3.11,-0.11,-1.07,1.15,-1.39,0.67,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,33.3333333333333,22.2222222222222,0.0,0.0,0.0,11.1111111111111,0.0,0.0,0.0,11.1111111111111,0.0,11.1111111111111,11.1111111111111,0.0,0.0,0.269587217863348,0.0,0.808761653590043,0.539174435726695,0.0,0.0,0.269587217863348,0.0,0.0,0.0,0.269587217863348,0.269587217863348,0.0,0.0,0.233806991113069,0.322267006280602,0.174338784742982,-1.26399043206131,0.519351204696641,0.5,0.0,1.05333333333333,43.3333333333333,2.57555555555556,-3,-1,-2,-2,-1,5,-2,9.0,-4.0,-3.0,-4.0,-3.0,-1.0,-3.0,-2.0,-1.0,-1.0,-2.0,4.0,-3.0,-2.0,-3.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,-1.66,0.7,3.52,3.71,-2.65,3.11,-0.11,-1.07,1.15,-1.39,0.67,-1.71,-2.65,0.0,0.0,0.0,0.0,0.0,0.0
140,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.355451898336203,0.710903796672405,0.0,0.0,0.0,0.0,0.355451898336203,0.0,0.0,0.0,0.0,0.0,0.710903796672405,0.28750153020383,0.13835026604268,0.218696305417287,-1.25957860606787,0.12181841296464,-0.7375,0.125,1.0,121.25,-0.0075000000000001,-3,-1,-2,-2,-1,-2,-1,-3.0,0.0,0.0,-1.0,-1.0,-2.0,-3.0,-1.0,-3.0,-1.0,-3.0,0.0,-4.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,-2.54,0.04,-4.28,1.04,1.61,-2.59,-1.54,0.93,1.93,-2.46,0.75,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,6.66666666666667,26.6666666666667,6.66666666666667,0.0,0.0,13.3333333333333,0.0,6.66666666666667,0.0,0.0,0.0,0.0,6.66666666666667,0.0,0.655489958821827,0.0,0.0,1.31097991764365,0.327744979410913,0.0,0.655489958821827,0.0,0.327744979410913,0.327744979410913,0.0,0.0,0.327744979410913,0.181104640119963,0.246290870307264,0.244859510161861,-2.15148167667542,0.123017056432202,-0.346666666666667,0.133333333333333,0.866666666666667,71.3333333333333,0.450666666666667,-1,-2,-2,-3,-2,0,2,-3.0,-2.0,-2.0,-3.0,-3.0,-1.0,-4.0,-3.0,-3.0,-2.0,-4.0,-1.0,-4.0,-2.0,-3.0,-1.0,-4.0,2.0,-1.0,5.0,-2.0,5.0,0.0,-1.0,-3.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-0.82,-0.38,2.05,-0.82,2.47,0.36,-0.38,3.98,1.93,0.27,1.84,0.7,2.0,-1.54,0.84,-4.06,0.75,0.84,1.06,0.0,0.0
142,20.0,10.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617816347324526,0.308908173662263,0.308908173662263,0.0,0.617816347324526,0.308908173662263,0.308908173662263,0.0,0.0,0.0,0.0,0.0,0.164118047298011,0.199583997091101,0.327389781948624,-0.257888905034508,0.119745554765416,-0.0999999999999999,0.0,1.086,117.0,0.628,-3,-1,-2,-2,-1,-2,-1,-1.0,-3.0,-3.0,-3.0,-3.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,0.0,-3.0,1.0,-4.0,-1.0,2.0,-3.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,2.05,-0.82,-4.28,-1.71,0.26,1.75,-1.44,0.89,-2.49,1.49,0.31,1.04,-0.25,0.0,0.0,0.0,0.0,0.0,0.0
143,22.2222222222222,0.0,0.0,22.2222222222222,0.0,0.0,0.0,0.0,0.0,11.1111111111111,0.0,11.1111111111111,11.1111111111111,0.0,0.0,0.252937233413719,0.505874466827437,0.505874466827437,0.0,0.505874466827437,0.0,0.0,0.0,0.0,0.0,0.252937233413719,0.252937233413719,0.0,0.0,0.374456174033329,0.181535111390387,0.191071481162565,-1.25746884402903,0.173189210231832,0.811111111111111,0.0,0.857777777777778,0.0,3.48,-3,-1,-2,-2,-1,5,-2,-3.0,2.0,-1.0,-1.0,-2.0,-1.0,-3.0,-2.0,-3.0,-2.0,-4.0,-1.0,-4.0,0.0,-4.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,2.05,-0.82,3.52,1.93,0.75,2.39,1.15,0.27,1.84,0.7,2.0,1.93,-2.65,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5714285714286,0.0,14.2857142857143,0.0,0.0,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726502676888318,0.0,0.0,0.363251338444159,0.0,0.363251338444159,0.363251338444159,0.246918049985581,0.184649231456746,0.205181380113514,-0.239898385810697,0.180762533822795,-1.32857142857143,0.142857142857143,0.951428571428571,152.857142857143,-1.58142857142857,-4,-1,-2,-1,0,-3,-1,-3.0,-1.0,-1.0,-2.0,1.0,-4.0,11.0,2.0,-1.0,-3.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.84,0.75,-1.46,-2.59,1.84,2.0,-4.36,0.59,-1.3,-1.49,-0.72,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,30.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.230581006398252,0.0,0.691743019194757,0.230581006398252,0.230581006398252,0.0,0.0,0.230581006398252,0.0,0.0,0.0,0.0,0.0,0.230581006398252,0.288611773638402,0.228944015432594,0.251863204530752,-0.266800894034518,0.144590518820805,-0.0599999999999999,0.0,1.069,78.0,1.282,-3,-1,-2,-2,0,-3,-1,-3.0,0.0,0.0,-3.0,-3.0,-2.0,-2.0,-3.0,-3.0,0.0,-3.0,-1.0,-3.0,-1.0,-2.0,4.0,-2.0,-1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,3.11,-0.34,-2.59,1.04,1.61,2.05,0.36,2.5,-3.5,1.99,-0.17,3.71,1.3,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,20.0,0.0,0.0,10.0,0.371542008588749,0.0,0.0,0.185771004294375,0.185771004294375,0.0,0.0,0.185771004294375,0.0,0.185771004294375,0.185771004294375,0.0,0.0,0.0,0.289418652308072,0.281957779034299,0.242852564363255,0.76189307536351,0.589620808787558,0.21,0.2,1.009,49.0,3.168,-2,-1,-3,-2,-1,0,-2,0.0,-1.0,-1.0,-2.0,3.0,-3.0,2.0,7.0,-3.0,0.0,-3.0,0.0,-2.0,-1.0,-3.0,-2.0,-3.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,-0.17,2.05,-0.82,3.11,0.6,1.3,-2.54,0.43,0.5,-1.44,-1.34,0.66,-3.5,-0.62,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.0,28.5714285714286,0.0,14.2857142857143,0.0,0.0,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.24010089216006,0.0,0.0,0.0,0.480201784320119,0.0,0.0,0.24010089216006,0.0,0.24010089216006,0.24010089216006,0.248886984333184,0.210833651465564,0.300178472041192,-1.23708792383749,0.197229964227409,-0.842857142857143,0.142857142857143,1.04,152.857142857143,-0.975714285714286,-4,-1,-2,-1,0,-3,-1,-3.0,-1.0,-1.0,-2.0,1.0,-4.0,11.0,2.0,-1.0,-3.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.84,0.75,-1.46,-2.59,1.84,2.0,-4.36,0.59,-1.3,-1.49,-0.72,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,22.2222222222222,0.0,11.1111111111111,0.0,0.0,0.0,11.1111111111111,0.0,0.0,11.1111111111111,11.1111111111111,11.1111111111111,0.0,11.1111111111111,0.0,0.181933037113123,0.0,0.363866074226246,0.0,0.0,0.0,0.0,0.0,0.181933037113123,0.181933037113123,0.181933037113123,0.0,0.181933037113123,0.181933037113123,0.275099473909749,0.199024966832933,0.343942522144195,1.71317740885813,0.468824139216327,-0.355555555555556,0.222222222222222,1.01888888888889,32.2222222222222,1.56666666666667,-3,0,-3,-1,0,-3,-2,-2.0,-3.0,-3.0,-3.0,-3.0,-1.0,-3.0,-2.0,-3.0,0.0,-3.0,0.0,-2.0,-1.0,-2.0,-3.0,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,-0.02,-1.66,0.7,0.84,1.06,-0.62,2.29,-2.49,0.5,-1.44,-1.34,0.66,3.71,-1.59,0.0,0.0,0.0,0.0,0.0,0.0
149,20.0,0.0,0.0,5.0,0.0,5.0,10.0,10.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,1.44630968817241,0.0,0.361577422043102,0.0,0.361577422043102,0.723154844086203,0.723154844086203,0.0,0.0,0.361577422043102,0.0,1.0847322661293,0.152329680960245,0.228491783569705,0.257601113426948,1.71849965179526,0.280662285809607,-0.39,0.0,1.075,112.0,0.115,-1,-2,-2,-3,-1,-2,-1,9.0,-4.0,-3.0,-3.0,-3.0,-1.0,-2.0,-1.0,-3.0,1.0,-3.0,1.0,-4.0,-2.0,-3.0,0.0,-3.0,3.0,-2.0,0.0,-3.0,0.0,4.0,-3.0,-1.0,-3.0,0.0,9.0,-2.0,-2.0,1.0,-0.82,-0.38,2.39,-1.39,-4.28,3.71,-2.65,1.75,-1.44,1.62,1.04,-1.15,1.61,-1.71,-0.02,-1.67,-2.59,0.31,-2.49,0.18,-2.65
150,0.0,11.1111111111111,0.0,11.1111111111111,0.0,0.0,0.0,0.0,11.1111111111111,0.0,0.0,11.1111111111111,11.1111111111111,11.1111111111111,0.0,0.172317765284872,0.0,0.0,0.172317765284872,0.172317765284872,0.0,0.0,0.0,0.0,0.0,0.0,0.172317765284872,0.172317765284872,0.172317765284872,0.286638131833561,0.237980193703591,0.303063909177976,-0.201324950072704,0.412061856713593,-0.0888888888888888,0.111111111111111,1.02888888888889,43.3333333333333,1.80333333333333,-2,0,-3,-2,0,-1,-2,-1.0,-2.0,-1.0,-1.0,-2.0,-1.0,-3.0,-2.0,-2.0,-2.0,1.0,-3.0,11.0,0.0,-3.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,1.3,2.05,-0.82,0.75,0.47,-0.98,2.39,1.15,3.94,0.59,3.44,-1.59,-0.11,-0.02,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,16.6666666666667,4.16666666666667,16.6666666666667,4.16666666666667,0.0,4.16666666666667,8.33333333333333,4.16666666666667,4.16666666666667,0.0,0.0,4.16666666666667,12.5,8.33333333333333,0.0,0.209204734175342,0.0,0.836818936701366,0.836818936701366,0.209204734175342,0.0,0.418409468350683,0.209204734175342,0.209204734175342,0.209204734175342,0.209204734175342,0.627614202526025,0.0,0.236894630148559,0.275444872325789,0.278455763350311,-4.10758561805564,0.0865832807141083,-0.225,0.25,1.04,40.8333333333333,0.84625,-2,0,-3,-2,0,-2,-3,-2.0,-3.0,-3.0,-1.0,0.0,-3.0,-2.0,-1.0,-1.0,-2.0,0.0,-1.0,-1.0,-3.0,11.0,0.0,-1.0,-4.0,-2.0,-2.0,-1.0,-2.0,-3.0,-2.0,-4.0,11.0,-2.0,-2.0,2.0,7.0,-2.0,-0.14,1.3,3.11,-0.34,2.05,1.06,-0.62,-4.28,-1.49,-0.22,0.47,1.94,-0.98,0.59,-0.38,-1.07,2.47,-1.59,-1.49,0.04,-1.47
152,28.5714285714286,14.2857142857143,0.0,0.0,14.2857142857143,0.0,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,0.0,0.592072269150117,0.296036134575059,0.0,0.296036134575059,0.0,0.296036134575059,0.0,0.0,0.0,0.0,0.0,0.296036134575059,0.29322564657744,0.156885826055165,0.253852392792337,-1.17071471677992,0.105134740934054,-0.728571428571429,0.142857142857143,1.11571428571429,97.1428571428571,0.0128571428571428,-3,-1,-2,-2,0,-3,-1,-1.0,-3.0,-2.0,-3.0,-1.0,-2.0,-2.0,2.0,9.0,-3.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,-2.54,0.04,-2.59,-1.49,0.84,2.47,0.26,-1.67,3.71,0.18,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,28.5714285714286,14.2857142857143,0.0,14.2857142857143,0.0,14.2857142857143,0.0,0.0,0.0,0.330806071512056,0.0,0.0,0.0,0.0,0.0,0.0,0.661612143024112,0.330806071512056,0.0,0.0,0.275807989426291,0.157275238837546,0.236110700224107,-1.23808692483649,0.211470385268594,-0.0142857142857142,0.142857142857143,0.965714285714286,0.0,1.93428571428571,0,-1,-2,-1,-1,-2,-3,-4.0,5.0,1.0,-2.0,3.0,-3.0,2.0,7.0,-1.0,-1.0,-2.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34,0.66,-1.66,0.7,-1.66,-0.11,-0.25,-2.54,0.43,-1.07,1.15,-1.39,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,16.6666666666667,0.0,16.6666666666667,0.0,0.0,16.6666666666667,0.0,8.33333333333333,0.0,0.0,8.33333333333333,8.33333333333333,8.33333333333333,0.0,0.517407867715327,0.0,0.0,0.0,0.517407867715327,0.0,0.517407867715327,0.0,0.517407867715327,0.258703933857664,0.258703933857664,0.258703933857664,0.0,0.349251249772602,0.244535430565775,0.14750938580396,-2.06430748842084,0.293068993070678,-0.75,0.333333333333333,1.02583333333333,65.0,1.01416666666667,-1,-2,-2,2,-2,-3,3,-3.0,0.0,-1.0,-3.0,-4.0,7.0,-4.0,-3.0,-2.0,-2.0,1.0,-3.0,11.0,0.0,-4.0,-1.0,-4.0,2.0,-4.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.09,2.39,-1.39,-4.22,0.26,0.09,-1.66,1.84,3.94,0.59,3.44,-1.59,1.93,0.84,0.93,-2.54,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,33.3333333333333,0.0,0.0,0.0,16.6666666666667,0.0,16.6666666666667,16.6666666666667,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.363008816647616,0.0,0.0,0.181504408323808,0.0,0.0,0.181504408323808,0.0,0.181504408323808,0.0,0.188207328347751,0.383426532048436,0.246861731280005,-0.239898385810697,0.337617711140486,-0.833333333333333,0.166666666666667,0.866666666666667,65.0,-0.598333333333333,-1,-2,-2,-3,-3,-3,2,-3.0,-2.0,-2.0,-3.0,-4.0,7.0,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.82,-0.38,-4.28,-0.72,-4.36,0.36,-0.38,-1.66,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,22.2222222222222,11.1111111111111,0.0,0.0,0.0,0.0,11.1111111111111,0.0,11.1111111111111,11.1111111111111,11.1111111111111,0.0,0.0,11.1111111111111,0.194388382305288,0.0,0.0,0.388776764610575,0.0,0.0,0.0,0.194388382305288,0.0,0.194388382305288,0.194388382305288,0.0,0.0,0.0,0.207232234999595,0.328698046315868,0.26968133637925,-1.1613709202278,0.357549004969631,0.233333333333333,0.222222222222222,1.11222222222222,54.4444444444444,2.72333333333333,2,-1,-3,-2,-1,-2,-3,-2.0,-2.0,-2.0,-3.0,-3.0,-1.0,-2.0,-1.0,-3.0,0.0,-3.0,-1.0,-3.0,-2.0,1.0,-1.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,-0.25,3.11,-0.34,-1.66,0.43,-1.47,1.75,-1.44,2.5,-3.5,1.99,-0.17,1.06,0.84,0.0,0.0,0.0,0.0,0.0,0.0
157,22.2222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1111111111111,0.0,0.0,11.1111111111111,0.0,0.0,0.0,0.274346197157945,0.274346197157945,0.548692394315891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235582395279905,0.286671645177868,0.203399762384282,-0.258589604968873,0.341410200266642,0.177777777777778,0.0,1.05777777777778,11.1111111111111,3.18888888888889,-3,-1,-2,-2,4,-1,-2,-3.0,0.0,2.0,-3.0,-3.0,-2.0,-4.0,-2.0,-1.0,-2.0,-2.0,1.0,-2.0,0.0,-4.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,0.75,-1.46,0.24,-3.5,-0.17,3.05,1.04,-2.18,-1.12,-1.46,-0.4,1.93,-2.65,0.0,0.0,0.0,0.0,0.0,0.0
158,15.3846153846154,7.69230769230769,0.0,0.0,0.0,15.3846153846154,0.0,15.3846153846154,0.0,0.0,0.0,7.69230769230769,0.0,0.0,15.3846153846154,0.220195375101823,0.220195375101823,0.440390750203646,0.220195375101823,0.0,0.0,0.440390750203646,0.440390750203646,0.0,0.0,0.0,0.0,0.0,0.220195375101823,0.207247603376537,0.249466194986668,0.323090826534973,-1.28389036922782,0.22762259476817,-0.469230769230769,0.153846153846154,1.03461538461538,142.307692307692,0.853076923076923,-3,0,-3,-1,0,-3,-2,-1.0,-3.0,-2.0,-1.0,0.0,-3.0,-3.0,-1.0,-3.0,0.0,-3.0,-1.0,-3.0,0.0,-4.0,-2.0,1.0,-3.0,-3.0,-1.0,-3.0,-1.0,3.0,-2.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.85,-0.02,3.11,-0.34,0.84,-1.49,0.84,-3.89,-1.71,2.5,-3.5,1.99,-0.17,1.93,1.61,-1.67,-3.89,-1.47,0.0,0.0,0.0
159,22.2222222222222,0.0,0.0,0.0,11.1111111111111,0.0,0.0,22.2222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20076455960901,0.0,0.0,0.600382279804504,0.0,1.20076455960901,0.0,0.0,0.0,0.0,0.0,0.600382279804504,0.115791809264618,0.164305851350525,0.119520059580353,-0.17252617775413,0.0494118460076461,-1.0,0.0,1.15,141.111111111111,-1.42555555555556,-1,-2,-2,2,0,-3,-2,-1.0,-2.0,-2.0,0.0,-2.0,-1.0,-3.0,-2.0,-1.0,-3.0,0.0,-2.0,-2.0,-1.0,-2.0,4.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.09,0.75,-1.46,0.84,-1.54,-0.02,0.24,0.6,-1.3,-1.49,-0.72,0.84,3.71,1.3,0.0,0.0,0.0,0.0,0.0,0.0
160,28.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,0.0,14.2857142857143,0.216142870389178,0.216142870389178,0.432285740778355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216142870389178,0.367095854168882,0.278673341892295,0.138087933549645,-0.259588605967875,0.57780680238668,-0.0285714285714285,0.142857142857143,0.952857142857143,41.4285714285714,2.82142857142857,-3,-1,-2,-2,-2,-2,-3,-1.0,-2.0,-2.0,-3.0,-3.0,-2.0,-3.0,-2.0,9.0,-3.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,0.75,-1.46,3.98,-1.54,-0.02,3.52,-3.5,-1.67,3.71,0.18,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,14.2857142857143,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,28.5714285714286,28.5714285714286,0.0,0.0,0.475855750519062,0.0,0.0,0.0,0.237927875259531,0.237927875259531,0.0,0.0,0.0,0.0,0.0,0.475855750519062,0.0,0.237927875259531,0.123802223080459,0.231355297908968,0.406914603751042,1.84725580264389,0.321195039763579,0.657142857142857,0.0,0.892857142857143,41.4285714285714,5.18857142857143,-1,-2,-2,-3,0,-3,-1,-3.0,0.0,-1.0,-3.0,-3.0,-2.0,-3.0,-2.0,-3.0,0.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.82,-0.38,2.39,-1.39,-2.59,0.26,0.09,3.52,-3.5,2.5,-3.5,1.99,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,22.2222222222222,0.0,0.0,22.2222222222222,0.0,0.0,0.0,11.1111111111111,0.0,0.0,0.0,11.1111111111111,0.0,0.0,0.0,0.230944020575608,0.230944020575608,0.461888041151216,0.0,0.461888041151216,0.0,0.0,0.230944020575608,0.0,0.0,0.0,0.0,0.0,0.0,0.327413319302863,0.230340282254442,0.211302377867087,-0.258589604968873,0.330785519774768,0.211111111111111,0.0,0.981111111111111,54.4444444444444,2.12333333333333,-3,-1,-2,-2,-1,5,-2,-3.0,2.0,-1.0,-3.0,-3.0,-2.0,-4.0,-2.0,-1.0,-3.0,0.0,-2.0,-2.0,1.0,-3.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,2.05,-0.82,3.52,1.93,0.75,3.05,1.04,-1.3,-1.49,-0.72,0.84,0.6,-2.65,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,8.33333333333333,8.33333333333333,0.0,8.33333333333333,0.0,25.0,0.0,16.6666666666667,0.0,0.0,25.0,0.0,8.33333333333333,0.0,0.0,0.0,0.0,0.359736709857399,0.0,0.359736709857399,1.0792101295722,0.0,0.359736709857399,0.719473419714798,1.0792101295722,0.0,0.0,0.236962023401246,0.201310035295751,0.201991231445604,-0.540852541781402,0.265548144847848,-0.925,0.166666666666667,0.893333333333334,130.0,-1.105,0,1,-3,-2,-1,-2,-3,-1.0,0.0,0.0,-2.0,6.0,-4.0,1.0,3.0,-1.0,-3.0,0.0,-2.0,-2.0,0.0,-2.0,-1.0,-1.0,-3.0,-3.0,-1.0,-3.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.39,0.67,-2.54,0.04,-1.66,1.15,0.67,-4.22,1.06,-1.3,-1.49,-0.72,0.84,0.36,2.0,-1.73,2.39,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.0,33.3333333333333,0.0,0.0,16.6666666666667,16.6666666666667,0.0,16.6666666666667,0.180844187445244,0.0,0.0,0.0,0.180844187445244,0.0,0.0,0.0,0.0,0.0,0.0,0.180844187445244,0.0,0.0,0.226711720292942,0.249988938145395,0.34245515411642,0.759092613290301,0.404632586155458,-0.266666666666667,0.166666666666667,1.0,0.0,2.13666666666667,-1,-2,-2,-3,-1,-1,-1,-3.0,0.0,2.0,-1.0,-2.0,-1.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.82,-0.38,-2.85,1.94,-2.85,-3.5,-0.17,2.39,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
